"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSMUSG00000036908.17",3.80770751340136e-06,0.567341546572973,0.471,0.359,0.0749318761562254
"ENSMUSG00000037134.17",0.0771404822778973,0.567186783216854,0.062,0.042,1
"ENSMUSG00000001062.18",0.16828276315964,0.56678551293962,0.059,0.043,1
"ENSMUSG00000006289.14",0.268658414613584,0.566672671080422,0.051,0.039,1
"ENSMUSG00000056629.16",0.0104758666646711,0.562154622831219,0.184,0.135,1
"ENSMUSG00000031388.14",0.0975960368078652,0.557274078587337,0.057,0.038,1
"ENSMUSG00000034940.15",7.43446101557823e-06,0.556345414307629,0.314,0.212,0.146302758325564
"ENSMUSG00000007833.15",0.0359594455530101,0.55556993373405,0.081,0.053,1
"ENSMUSG00000021810.3",0.00426257379023666,0.555244904286342,0.061,0.029,1
"ENSMUSG00000028394.9",0.285715435502964,0.555188644716853,0.05,0.038,1
"ENSMUSG00000045438.12",0.0142773731408423,0.554938069511432,0.123,0.083,1
"ENSMUSG00000106408.1",2.23462593978473e-07,0.552312823979729,0.564,0.433,0.00439752038690237
"ENSMUSG00000038005.15",0.0130649209756559,0.552281134439878,0.134,0.091,1
"ENSMUSG00000026019.15",0.4108230573561,0.550880001178728,0.057,0.047,1
"ENSMUSG00000027160.16",0.00294920353752224,0.550028494785964,0.132,0.083,1
"ENSMUSG00000009687.14",0.00014375020439255,0.54918685393792,0.248,0.163,1
"ENSMUSG00000030589.15",0.00176896071227629,0.546941385786408,0.279,0.212,1
"ENSMUSG00000078153.3",0.0487341529660026,0.54620111775387,0.086,0.059,1
"ENSMUSG00000004677.17",0.0471973026657227,0.545688939152632,0.079,0.053,1
"ENSMUSG00000071649.6",0.099745410824462,0.544881214196914,0.081,0.058,1
"ENSMUSG00000040250.14",0.00107346914050205,0.544877151337921,0.149,0.091,1
"ENSMUSG00000034889.8",0.041741569154192,0.543841882294444,0.053,0.031,1
"ENSMUSG00000029267.17",0.0292683951786227,0.54344878015473,0.072,0.045,1
"ENSMUSG00000069862.6",0.144685198296783,0.542652273064372,0.11,0.086,1
"ENSMUSG00000030157.5",0.0393247101291743,0.542068330011202,0.074,0.047,1
"ENSMUSG00000003184.15",0.107706050784169,0.541467876207579,0.077,0.056,1
"ENSMUSG00000035376.10",0.00010328784076545,0.539719319935397,0.327,0.233,1
"ENSMUSG00000038876.12",0.961797348881708,0.538393535320516,0.233,0.263,1
"ENSMUSG00000040848.11",4.98634415260122e-05,0.538120948145508,0.14,0.073,0.981262665790394
"ENSMUSG00000036053.17",0.0224121086497488,0.537902247418414,0.121,0.084,1
"ENSMUSG00000026656.15",0.00825965000631718,0.537657155834278,0.154,0.107,1
"ENSMUSG00000054855.13",0.0314111601268145,0.535784046451753,0.112,0.079,1
"ENSMUSG00000030560.17",0.0295743562816344,0.535450231072839,0.081,0.052,1
"ENSMUSG00000037580.10",0.0037274857933299,0.53484589935747,0.088,0.049,1
"ENSMUSG00000029430.13",0.000945456375650617,0.533970874684247,0.382,0.303,1
"ENSMUSG00000033307.7",0.534168402963551,0.533376063417289,0.064,0.056,1
"ENSMUSG00000050549.8",0.00355205694966003,0.533318170606011,0.149,0.098,1
"ENSMUSG00000032540.16",2.2179717721057e-08,0.531630588516291,0.574,0.433,0.000436474665032682
"ENSMUSG00000029426.8",0.157259970602668,0.529275648157973,0.051,0.036,1
"ENSMUSG00000002833.11",0.331846242902801,0.529263687565543,0.05,0.039,1
"ENSMUSG00000023826.16",0.0404511497846888,0.529121874068402,0.173,0.136,1
"ENSMUSG00000051615.14",0.0341414800646533,0.528194345015294,0.072,0.045,1
"ENSMUSG00000025981.13",0.152029106531852,0.528002808576924,0.074,0.055,1
"ENSMUSG00000111517.1",0.0314705507516887,0.527740786439655,0.105,0.073,1
"ENSMUSG00000038811.13",0.084279532023495,0.527264273817698,0.057,0.037,1
"ENSMUSG00000111202.1",0.0971545062192304,0.525944111611572,0.057,0.038,1
"ENSMUSG00000096370.8",0.031283041302021,0.525725630188244,0.053,0.03,1
"ENSMUSG00000064254.6",1.4182185058161e-09,0.525715637745984,0.688,0.529,2.7909121975955e-05
"ENSMUSG00000018362.14",0.0316813327314525,0.52570331777614,0.112,0.079,1
"ENSMUSG00000030612.6",0.200457809916401,0.524641241737505,0.097,0.079,1
"ENSMUSG00000073471.3",0.290089609418527,0.523599715941879,0.09,0.075,1
"ENSMUSG00000057156.10",0.0686006442048794,0.518655575616211,0.07,0.047,1
"ENSMUSG00000013465.19",0.0272091753488357,0.517065549417997,0.114,0.08,1
"ENSMUSG00000020451.17",0.102999455385573,0.51517671578717,0.079,0.057,1
"ENSMUSG00000052056.14",0.0419758782470232,0.514630406936338,0.053,0.031,1
"ENSMUSG00000079523.8",6.42524397407855e-08,0.512715823720429,0.697,0.54,0.00126442376165892
"ENSMUSG00000036473.16",0.03607012399059,0.512096856867355,0.05,0.028,1
"ENSMUSG00000026893.4",8.52991841773183e-06,0.511718422139842,0.482,0.368,0.167860264542545
"ENSMUSG00000064337.1",0.00124435117085273,0.510443615458113,0.241,0.168,1
"ENSMUSG00000003546.10",0.0731889518549095,0.51034136869787,0.07,0.047,1
"ENSMUSG00000030264.14",0.373423620460493,0.510083874178839,0.051,0.042,1
"ENSMUSG00000060376.7",0.939694187926581,0.507669387334815,0.07,0.071,1
"ENSMUSG00000067212.8",9.53764276766982e-05,0.50734056606774,0.257,0.166,1
"ENSMUSG00000102051.1",0.167199949190509,0.506893400996255,0.085,0.065,1
"ENSMUSG00000025959.13",0.00480784526209337,0.506589688184032,0.267,0.202,1
"ENSMUSG00000020721.16",0.137555331260535,0.506194282235226,0.059,0.042,1
"ENSMUSG00000024799.16",0.0622103149922631,0.506022416372821,0.068,0.045,1
"ENSMUSG00000081051.4",0.00623410337828777,0.505932301944645,0.083,0.046,1
"ENSMUSG00000019920.18",6.83134670667445e-08,0.50419100926619,0.564,0.414,0.00134434071840646
"ENSMUSG00000026867.18",0.0152910921076755,0.501737704677992,0.21,0.157,1
"ENSMUSG00000038695.13",0.202915052414734,0.500536839820565,0.062,0.047,1
"ENSMUSG00000020677.7",0.0091333105423146,0.496686973054994,0.114,0.073,1
"ENSMUSG00000025453.18",0.0434708959942315,0.496495916465627,0.097,0.067,1
"ENSMUSG00000044103.4",0.0816482585672409,0.496371123154813,0.083,0.058,1
"ENSMUSG00000068039.13",0.0764078995922404,0.495044998420304,0.184,0.15,1
"ENSMUSG00000033931.9",0.120459412311993,0.494989255416577,0.066,0.047,1
"ENSMUSG00000003814.8",0.160296962260993,0.493698920684262,0.142,0.118,1
"ENSMUSG00000104988.1",0.369521372712791,0.490958694927681,0.074,0.062,1
"ENSMUSG00000043008.9",0.0163532579066742,0.49034720906056,0.211,0.162,1
"ENSMUSG00000040774.15",0.0220569452209986,0.488262217843588,0.182,0.139,1
"ENSMUSG00000015522.18",0.0319966545496666,0.487896930296227,0.053,0.03,1
"ENSMUSG00000031792.15",0.141657525419465,0.487549445235008,0.075,0.056,1
"ENSMUSG00000026273.13",0.0610770105722024,0.487482616129458,0.092,0.065,1
"ENSMUSG00000026519.16",0.0256703925787616,0.48712202744318,0.158,0.118,1
"ENSMUSG00000024937.15",0.0204584786655715,0.486042054126967,0.164,0.12,1
"ENSMUSG00000017801.15",0.0397161759397767,0.48593649007686,0.127,0.093,1
"ENSMUSG00000079614.4",0.142017949468969,0.485444826790109,0.062,0.045,1
"ENSMUSG00000045826.9",0.00375689642789235,0.484634346761214,0.379,0.309,1
"ENSMUSG00000031813.8",9.54890265998553e-05,0.481258120306699,0.112,0.054,1
"ENSMUSG00000020311.17",0.0146882148144235,0.481144749724052,0.057,0.03,1
"ENSMUSG00000028793.15",0.0342850829668393,0.481127009432785,0.099,0.067,1
"ENSMUSG00000094379.2",0.0340339013572625,0.480238439917234,0.103,0.071,1
"ENSMUSG00000022584.14",8.50435919452309e-18,0.477849984646784,0.982,0.957,1.6735728458902e-13
"ENSMUSG00000022978.11",0.31519535400281,0.477533059697214,0.079,0.065,1
"ENSMUSG00000058594.15",0.059886839837558,0.477453922038888,0.099,0.071,1
"ENSMUSG00000034006.17",0.000720329661955318,0.47454736982851,0.298,0.215,1
"ENSMUSG00000017716.15",0.0480004417052382,0.47417595021953,0.217,0.172,1
"ENSMUSG00000032477.14",0.167090804861307,0.474052284710226,0.059,0.043,1
"ENSMUSG00000118135.1",0.0704545822090404,0.473785215041002,0.248,0.211,1
"ENSMUSG00000032382.14",0.038622956785688,0.473496177885695,0.121,0.088,1
"ENSMUSG00000037638.5",0.153843932216102,0.472164293311717,0.051,0.036,1
"ENSMUSG00000097536.2",0.0165990342933436,0.471634620324016,0.107,0.07,1
"ENSMUSG00000025232.8",0.000336179824543352,0.470715505168262,0.292,0.205,1
"ENSMUSG00000079481.11",0.00290837041750654,0.469682378454892,0.267,0.198,1
"ENSMUSG00000026469.14",0.135447332695414,0.469595408902269,0.072,0.053,1
"ENSMUSG00000006276.10",0.28857708931258,0.467975412241477,0.055,0.043,1
"ENSMUSG00000035623.14",0.651078183670354,0.466947603444275,0.07,0.064,1
"ENSMUSG00000006262.15",0.0460938500231913,0.46565920683254,0.051,0.03,1
"ENSMUSG00000034792.8",0.142365822345692,0.465049135974739,0.129,0.104,1
"ENSMUSG00000034247.9",0.430575125658466,0.464298589125081,0.057,0.048,1
"ENSMUSG00000066324.2",0.221200889099904,0.464005953408966,0.061,0.046,1
"ENSMUSG00000029028.14",0.671002017542612,0.46341219816775,0.051,0.047,1
"ENSMUSG00000038456.9",0.114635677228044,0.462610993664507,0.059,0.04,1
"ENSMUSG00000026827.12",0.014978533987521,0.462477341173564,0.188,0.139,1
"ENSMUSG00000040111.17",0.301072567800212,0.462347745762558,0.05,0.038,1
"ENSMUSG00000057130.12",0.000361899501659606,0.461900000655046,0.191,0.119,1
"ENSMUSG00000039960.5",0.00550098507707546,0.460833708644924,0.18,0.126,1
"ENSMUSG00000041028.16",0.000613569210547989,0.460480328416083,0.289,0.212,1
"ENSMUSG00000037894.13",7.04398541718899e-12,0.459546288526682,0.971,0.912,1.38618589024862e-07
"ENSMUSG00000024949.17",0.00345363864509386,0.457577783362209,0.182,0.123,1
"ENSMUSG00000001150.7",0.180208589294014,0.457309392576604,0.053,0.038,1
"ENSMUSG00000105353.1",0.113248723807281,0.457088537512435,0.059,0.04,1
"ENSMUSG00000050890.15",0.0120610279722778,0.456927764460677,0.05,0.025,1
"ENSMUSG00000071337.11",0.00160800813806626,0.456538356815161,0.169,0.109,1
"ENSMUSG00000062797.14",0.0707950010175063,0.456305472456355,0.132,0.101,1
"ENSMUSG00000053768.13",0.627443886019043,0.455759757741153,0.055,0.049,1
"ENSMUSG00000116207.1",0.0513243814912914,0.454250857524541,0.088,0.061,1
"ENSMUSG00000028221.3",0.458417318672628,0.454167311622647,0.061,0.052,1
"ENSMUSG00000034593.16",0.134026479284811,0.452364102977575,0.096,0.073,1
"ENSMUSG00000040356.16",0.49008257766487,0.451975974832771,0.051,0.044,1
"ENSMUSG00000034563.16",0.107015250618553,0.44870515492399,0.312,0.293,1
"ENSMUSG00000064339.1",1.52433390086168e-06,0.448514326908215,0.846,0.776,0.029997366835057
"ENSMUSG00000051391.9",0.0248381125438799,0.447021216809136,0.101,0.067,1
"ENSMUSG00000003955.8",0.0292480367556525,0.446817449094026,0.107,0.073,1
"ENSMUSG00000021939.8",0.0472934330297401,0.446522430212751,0.283,0.231,1
"ENSMUSG00000048970.9",0.0846503465394571,0.446248486745233,0.05,0.031,1
"ENSMUSG00000079018.10",3.51789102162827e-12,0.445779185445485,0.893,0.787,6.92285774146227e-08
"ENSMUSG00000002985.16",0.000180258678500319,0.443369881030932,0.167,0.098,1
"ENSMUSG00000050567.16",0.107910824740061,0.442331874446419,0.059,0.04,1
"ENSMUSG00000042305.12",0.0979391209099457,0.441418725723597,0.088,0.065,1
"ENSMUSG00000019470.12",0.0440048505526226,0.438460808063315,0.066,0.042,1
"ENSMUSG00000033147.16",0.227351026316467,0.438004704403056,0.123,0.103,1
"ENSMUSG00000034731.11",0.241547068752042,0.437838764752833,0.055,0.042,1
"ENSMUSG00000022477.13",0.351039065272467,0.437344276205307,0.145,0.132,1
"ENSMUSG00000025373.14",0.0234063604176769,0.436039006059362,0.075,0.046,1
"ENSMUSG00000031851.14",0.0339915126489998,0.435537861516386,0.118,0.083,1
"ENSMUSG00000026434.12",0.108460886173223,0.435018063451546,0.131,0.103,1
"ENSMUSG00000009013.5",2.59833318380057e-07,0.434199422899506,0.814,0.71,0.00511325987240114
"ENSMUSG00000025366.8",0.00671381139390508,0.433936107990714,0.107,0.065,1
"ENSMUSG00000083594.1",0.000100068622432153,0.432228090480527,0.301,0.209,1
"ENSMUSG00000028899.11",0.0882289777445289,0.432190317575245,0.204,0.172,1
"ENSMUSG00000040809.10",0.000147494349818171,0.431988650090398,0.756,0.698,1
"ENSMUSG00000045211.5",0.0707355732991359,0.431886282425445,0.07,0.047,1
"ENSMUSG00000066735.8",0.141182620537177,0.43187434766313,0.062,0.045,1
"ENSMUSG00000064068.15",0.116430700465142,0.430955595114301,0.077,0.056,1
"ENSMUSG00000027671.14",0.882862858421165,0.43053285283931,0.051,0.054,1
"ENSMUSG00000114359.1",0.0489166475261487,0.43034963932095,0.057,0.035,1
"ENSMUSG00000057411.9",0.121953955566986,0.428661550086432,0.256,0.224,1
"ENSMUSG00000011096.17",0.0902916750058183,0.428528761335283,0.07,0.048,1
"ENSMUSG00000024811.11",0.0870141158424606,0.42733644175448,0.105,0.079,1
"ENSMUSG00000029103.16",0.0532286669058535,0.427334484049676,0.055,0.034,1
"ENSMUSG00000029204.7",0.0656497058892218,0.424091264848388,0.101,0.073,1
"ENSMUSG00000050796.4",0.177759767310897,0.423020408827645,0.062,0.046,1
"ENSMUSG00000000804.14",0.167969833741479,0.422433843346194,0.055,0.039,1
"ENSMUSG00000109787.1",0.154524114653058,0.422251034081933,0.188,0.164,1
"ENSMUSG00000031532.7",0.239806840417201,0.420930294644843,0.059,0.045,1
"ENSMUSG00000108596.1",0.0516750467333122,0.417635431383975,0.072,0.047,1
"ENSMUSG00000066684.10",0.000612076693972378,0.417398595608274,0.322,0.238,1
"ENSMUSG00000032425.15",0.177212657070916,0.417373716865905,0.062,0.046,1
"ENSMUSG00000026466.16",0.000104546025966588,0.416160184832934,0.276,0.182,1
"ENSMUSG00000031557.16",0.0127167431968376,0.416006898727319,0.186,0.137,1
"ENSMUSG00000028229.11",0.162048206485986,0.414943526341863,0.142,0.117,1
"ENSMUSG00000024925.11",0.000140243585294473,0.414591269597033,0.498,0.4,1
"ENSMUSG00000031838.8",0.366954735234207,0.414114746693214,0.05,0.039,1
"ENSMUSG00000031988.10",0.0277935254855148,0.413898796371793,0.165,0.123,1
"ENSMUSG00000028328.13",0.727125039235896,0.41326949403746,0.064,0.061,1
"ENSMUSG00000029472.13",0.0160094210477482,0.412891834922758,0.233,0.182,1
"ENSMUSG00000059518.14",0.000120110518326026,0.412709808565931,0.476,0.375,1
"ENSMUSG00000076437.10",0.193012673353105,0.412603943675693,0.101,0.08,1
"ENSMUSG00000058022.14",0.0154139697873466,0.411841303070636,0.142,0.1,1
"ENSMUSG00000030096.8",0.0146368003986447,0.411182483982285,0.189,0.137,1
"ENSMUSG00000021497.10",0.232226099715633,0.411168976109994,0.09,0.073,1
"ENSMUSG00000023883.13",0.326706228682393,0.410682363369159,0.081,0.067,1
"ENSMUSG00000005667.8",0.0256459748258177,0.41068146971064,0.158,0.117,1
"ENSMUSG00000029304.14",0.129754514168746,0.409778627688078,0.061,0.043,1
"ENSMUSG00000018796.13",0.122943866759929,0.409670199554246,0.494,0.467,1
"ENSMUSG00000038807.19",0.461847436750078,0.408627658358589,0.061,0.052,1
"ENSMUSG00000025357.8",0.758229343556303,0.407853432398438,0.064,0.061,1
"ENSMUSG00000068220.6",0.000113115001225864,0.406311761365561,0.261,0.166,1
"ENSMUSG00000041645.14",0.0662133628298419,0.405249128644092,0.175,0.139,1
"ENSMUSG00000031954.6",0.019328146443381,0.404310488493737,0.131,0.091,1
"ENSMUSG00000026158.11",7.90360617063005e-06,0.403727264233358,0.559,0.429,0.155535065831829
"ENSMUSG00000037235.13",0.00788326071954541,0.40224078679711,0.206,0.152,1
"ENSMUSG00000085622.9",0.0935691369652119,0.402155224573039,0.059,0.039,1
"ENSMUSG00000003435.9",0.304121834694266,0.401744399162997,0.057,0.045,1
"ENSMUSG00000003721.14",0.225999014405536,0.400136493838265,0.077,0.061,1
"ENSMUSG00000031662.8",0.00245923021128598,0.399692903364454,0.298,0.222,1
"ENSMUSG00000071660.10",0.114109840210666,0.397522453223053,0.055,0.037,1
"ENSMUSG00000047810.9",0.0554868674551717,0.396245254838654,0.175,0.138,1
"ENSMUSG00000025509.15",0.080026633798289,0.396213204338296,0.114,0.085,1
"ENSMUSG00000021831.9",0.0288838259405388,0.395860665746159,0.281,0.223,1
"ENSMUSG00000042747.12",0.0242104548220052,0.395250739145418,0.103,0.068,1
"ENSMUSG00000037266.18",1.51821455766229e-06,0.39404196917262,0.669,0.533,0.0298769442802362
"ENSMUSG00000000056.7",0.114954335791942,0.393521675348297,0.074,0.053,1
"ENSMUSG00000037622.14",0.351138427348171,0.393049661503456,0.05,0.039,1
"ENSMUSG00000042444.10",0.14776916439432,0.392585585991141,0.186,0.156,1
"ENSMUSG00000019794.13",0.0130353396351052,0.392224491874595,0.195,0.143,1
"ENSMUSG00000034163.10",0.273675983783153,0.392161084448552,0.075,0.061,1
"ENSMUSG00000047554.14",0.182405228256331,0.391019828988862,0.062,0.046,1
"ENSMUSG00000020857.11",0.0818422321917072,0.390875944482513,0.118,0.088,1
"ENSMUSG00000057143.15",0.00307975992670557,0.390347791338934,0.215,0.15,1
"ENSMUSG00000044881.7",0.0406410136347075,0.389981919789427,0.083,0.055,1
"ENSMUSG00000034342.9",0.00402359542941724,0.389847687651361,0.263,0.195,1
"ENSMUSG00000108633.1",0.0622087222145016,0.389729217756796,0.075,0.051,1
"ENSMUSG00000056116.18",0.0654671427674947,0.389390687769223,0.086,0.061,1
"ENSMUSG00000032565.9",0.232025368247735,0.389251820918536,0.051,0.038,1
"ENSMUSG00000022800.14",0.236570166775016,0.387899573040378,0.051,0.038,1
"ENSMUSG00000042745.9",0.0189077692589744,0.387630438776494,0.25,0.198,1
"ENSMUSG00000051124.6",0.280000854027645,0.386641883451129,0.075,0.061,1
"ENSMUSG00000057110.15",0.111649326768493,0.385869830555345,0.158,0.127,1
"ENSMUSG00000023094.14",0.164227283856258,0.385525223495141,0.165,0.14,1
"ENSMUSG00000001123.15",4.53748249228729e-05,0.384269840375265,0.419,0.303,0.892931179657216
"ENSMUSG00000085438.1",0.0250909692586596,0.383264626861188,0.2,0.152,1
"ENSMUSG00000040822.7",6.77364559679082e-05,0.382848059138132,0.518,0.409,1
"ENSMUSG00000000339.14",0.782034003146148,0.380432911644597,0.053,0.051,1
"ENSMUSG00000024666.6",0.0727261151837579,0.379017289295088,0.061,0.039,1
"ENSMUSG00000104331.1",0.152222788403715,0.378087244601976,0.075,0.056,1
"ENSMUSG00000030269.14",0.140309495430375,0.378052469112229,0.077,0.057,1
"ENSMUSG00000026835.15",0.0018819955619787,0.377902778379681,0.621,0.571,1
"ENSMUSG00000043939.15",8.76729886000719e-05,0.377841677300001,0.195,0.113,1
"ENSMUSG00000038463.8",0.000125775605068482,0.377046859114185,0.336,0.233,1
"ENSMUSG00000030435.16",0.0196990501046017,0.376991526968553,0.147,0.105,1
"ENSMUSG00000034390.16",0.636627810583636,0.376405182512758,0.057,0.052,1
"ENSMUSG00000116295.1",0.430566618901925,0.375994888324422,0.072,0.062,1
"ENSMUSG00000027177.14",0.0490451142450909,0.375146665103965,0.057,0.035,1
"ENSMUSG00000016756.17",0.1264719593555,0.37504609958081,0.062,0.044,1
"ENSMUSG00000049686.14",0.00131549425909981,0.374358841106042,0.443,0.35,1
"ENSMUSG00000032288.9",0.246557134095997,0.374239467798777,0.068,0.053,1
"ENSMUSG00000033487.14",0.172190571950832,0.37399990376133,0.068,0.051,1
"ENSMUSG00000073386.5",0.00873794139006411,0.373217073034891,0.228,0.171,1
"ENSMUSG00000031226.13",0.526666418682375,0.3717935582907,0.079,0.071,1
"ENSMUSG00000021236.16",0.0225644735505663,0.371251969481805,0.114,0.077,1
"ENSMUSG00000020248.18",0.0520733725855958,0.370415793332382,0.149,0.111,1
"ENSMUSG00000109350.1",0.183951154190746,0.368458351451356,0.127,0.105,1
"ENSMUSG00000000605.9",0.13681682529415,0.36828879153509,0.055,0.038,1
"ENSMUSG00000005362.14",0.506418556773548,0.367133132637167,0.068,0.059,1
"ENSMUSG00000039233.12",0.476429064975728,0.365865240717361,0.062,0.054,1
"ENSMUSG00000036442.8",0.104906200549597,0.365639887262621,0.142,0.112,1
"ENSMUSG00000018932.9",0.0277686439053285,0.364823900090677,0.143,0.103,1
"ENSMUSG00000049327.17",0.0244821528250776,0.364822398780166,0.215,0.165,1
"ENSMUSG00000037013.17",0.884016467623015,0.36425600986682,0.066,0.068,1
"ENSMUSG00000022462.7",0.14392822758486,0.364048722870288,0.154,0.128,1
"ENSMUSG00000037815.7",0.232124828734457,0.36292433409908,0.061,0.046,1
"ENSMUSG00000056851.14",0.00145499802311181,0.36248312681918,0.664,0.69,1
"ENSMUSG00000000976.13",0.234991266311787,0.361908609110566,0.108,0.089,1
"ENSMUSG00000025041.17",0.186520699808159,0.360992067430719,0.112,0.091,1
"ENSMUSG00000036873.13",0.0813857064297835,0.36087312145247,0.101,0.074,1
"ENSMUSG00000022724.15",0.587276729638741,0.360726620910431,0.072,0.065,1
"ENSMUSG00000074342.3",0.229561955367891,0.360449647421319,0.221,0.196,1
"ENSMUSG00000032698.15",0.0241365135056885,0.360087869776385,0.232,0.18,1
"ENSMUSG00000031402.12",0.00972320139634942,0.359717608125307,0.274,0.212,1
"ENSMUSG00000090394.8",0.0466210503533767,0.358194601240868,0.154,0.118,1
"ENSMUSG00000035011.15",0.037453536603876,0.357988500401844,0.2,0.155,1
"ENSMUSG00000030704.14",0.000761004403097006,0.357963925244176,0.346,0.258,1
"ENSMUSG00000031820.9",0.0310839586060174,0.357905932112801,0.153,0.112,1
"ENSMUSG00000022582.4",4.25210713339837e-14,0.357657133535343,0.989,0.976,8.36772162781464e-10
"ENSMUSG00000062352.15",0.0935602672930476,0.357363273439585,0.193,0.157,1
