"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSMUSG00000001741.12",0.987450772827922,-0.114783619266368,0.36,0.352,1
"ENSMUSG00000022706.16",0.401010419318084,-0.114789103919346,0.14,0.121,1
"ENSMUSG00000034205.16",0.918447525678289,-0.114912108156172,0.118,0.118,1
"ENSMUSG00000029199.11",0.606319726445652,-0.114967688206348,0.077,0.084,1
"ENSMUSG00000090862.3",0.00718072334808021,-0.114997287651714,0.969,0.967,1
"ENSMUSG00000031029.6",0.077858024842299,-0.115018281054585,0.781,0.786,1
"ENSMUSG00000020612.16",0.92093290111001,-0.115019815123653,0.438,0.422,1
"ENSMUSG00000107355.1",0.873106632705395,-0.11507793690074,0.123,0.125,1
"ENSMUSG00000094724.8",0.483080741065891,-0.115097284234073,0.072,0.082,1
"ENSMUSG00000038274.13",8.07976918535989e-06,-0.11519218049019,1,1,0.159001777798697
"ENSMUSG00000033159.14",0.556640835765659,-0.115427693281298,0.267,0.278,1
"ENSMUSG00000019189.13",0.627215496922346,-0.1157054568479,0.072,0.079,1
"ENSMUSG00000074746.3",0.325260449604453,-0.115887848436134,0.125,0.107,1
"ENSMUSG00000049299.14",0.576771467836772,-0.115910426784485,0.211,0.222,1
"ENSMUSG00000025016.11",0.516444363452438,-0.116052422392688,0.303,0.275,1
"ENSMUSG00000060739.8",0.664554480950901,-0.116176121703276,0.226,0.232,1
"ENSMUSG00000051518.8",0.75410228767605,-0.116273944398416,0.057,0.061,1
"ENSMUSG00000046722.14",0.960489176617865,-0.116402192256559,0.357,0.341,1
"ENSMUSG00000025147.7",0.764998999090148,-0.116763011937937,0.119,0.112,1
"ENSMUSG00000053012.17",0.696955882818933,-0.117205481527237,0.419,0.382,1
"ENSMUSG00000048076.14",0.361229692584934,-0.117360440911248,0.768,0.755,1
"ENSMUSG00000039182.6",0.304631144350119,-0.117507731506239,0.05,0.063,1
"ENSMUSG00000015120.15",0.635775062957903,-0.118030023085728,0.39,0.386,1
"ENSMUSG00000033916.5",0.240939541225699,-0.118256613155321,0.667,0.686,1
"ENSMUSG00000037935.16",0.582688284978613,-0.118344514270507,0.112,0.122,1
"ENSMUSG00000038366.15",0.274875933017792,-0.118551250686265,0.393,0.422,1
"ENSMUSG00000025358.16",0.397231524397775,-0.118571185760836,0.195,0.171,1
"ENSMUSG00000026798.10",0.954046103722936,-0.119262453871029,0.206,0.204,1
"ENSMUSG00000001289.12",0.064371531261318,-0.11935289498665,0.899,0.901,1
"ENSMUSG00000027573.11",0.487618062347689,-0.119669624790862,0.199,0.176,1
"ENSMUSG00000008859.8",0.380874413272759,-0.120287281892831,0.248,0.264,1
"ENSMUSG00000013822.7",0.685843755623113,-0.120290845496825,0.156,0.163,1
"ENSMUSG00000047215.14",0.00551749321601526,-0.120470760603935,0.991,0.996,1
"ENSMUSG00000002416.13",0.563482910200061,-0.120838194458265,0.371,0.374,1
"ENSMUSG00000057322.12",0.124442722687071,-0.120855330928286,0.954,0.924,1
"ENSMUSG00000060803.6",0.872665160672139,-0.120978637726165,0.23,0.221,1
"ENSMUSG00000049760.6",0.881821020390118,-0.120992306715339,0.364,0.354,1
"ENSMUSG00000017778.14",0.159853732357025,-0.121206559733669,0.833,0.817,1
"ENSMUSG00000052459.13",0.725398153239111,-0.121328387531355,0.167,0.156,1
"ENSMUSG00000020128.15",0.734146844874406,-0.121873163276462,0.072,0.076,1
"ENSMUSG00000038784.13",0.658082678300496,-0.12221615193335,0.07,0.063,1
"ENSMUSG00000035027.18",0.8102050912567,-0.12224221267108,0.382,0.375,1
"ENSMUSG00000047721.8",0.398775125807837,-0.122277253052271,0.153,0.131,1
"ENSMUSG00000030659.14",0.76774640439045,-0.122354260994538,0.188,0.177,1
"ENSMUSG00000022148.16",0.667583954208611,-0.122393361608948,0.246,0.25,1
"ENSMUSG00000003072.15",0.760655243802697,-0.122769455280624,0.548,0.52,1
"ENSMUSG00000001964.14",0.45878561487398,-0.122977514081987,0.162,0.175,1
"ENSMUSG00000039041.15",0.619966188850429,-0.122996848042309,0.188,0.174,1
"ENSMUSG00000029634.15",0.548327815192332,-0.123229829030531,0.125,0.135,1
"ENSMUSG00000049076.12",0.767619292060639,-0.123400152814524,0.105,0.099,1
"ENSMUSG00000028452.7",0.676238609367851,-0.123518610974267,0.318,0.321,1
"ENSMUSG00000024053.11",0.967275268586479,-0.123632328349141,0.055,0.055,1
"ENSMUSG00000048222.3",0.574113988655855,-0.123902329597114,0.23,0.235,1
"ENSMUSG00000036376.3",0.615312940252538,-0.124032829207954,0.053,0.059,1
"ENSMUSG00000020849.13",0.317051523563316,-0.124430819851229,0.601,0.624,1
"ENSMUSG00000000826.16",0.758973202661382,-0.124462515393813,0.296,0.273,1
"ENSMUSG00000074749.10",0.875084430235592,-0.124609215164368,0.068,0.065,1
"ENSMUSG00000046223.10",0.375266849144603,-0.125060948102497,0.722,0.717,1
"ENSMUSG00000025572.17",0.610922222276649,-0.125079175691934,0.145,0.132,1
"ENSMUSG00000003161.15",0.137310090190493,-0.125124119707133,0.812,0.825,1
"ENSMUSG00000037410.13",0.733192974855244,-0.125138672737779,0.079,0.083,1
"ENSMUSG00000047714.14",0.434341199159233,-0.125239380720631,0.623,0.613,1
"ENSMUSG00000050619.14",0.711972087819813,-0.125293897328662,0.101,0.094,1
"ENSMUSG00000071415.6",0.023668030282066,-0.125445866018247,0.958,0.966,1
"ENSMUSG00000027166.14",0.529978936742895,-0.125648436474525,0.051,0.044,1
"ENSMUSG00000015937.15",0.41166951916018,-0.125781741150938,0.572,0.575,1
"ENSMUSG00000091845.1",0.870069647493684,-0.125858825711318,0.211,0.201,1
"ENSMUSG00000026229.17",0.692905390658878,-0.126282924599297,0.096,0.088,1
"ENSMUSG00000059895.13",0.865051992435299,-0.126669946415826,0.173,0.175,1
"ENSMUSG00000022551.8",0.452357761745122,-0.126807611846709,0.283,0.246,1
"ENSMUSG00000038147.13",0.721335254584268,-0.126832330992061,0.079,0.073,1
"ENSMUSG00000021606.8",0.637985724646616,-0.1269962118351,0.518,0.49,1
"ENSMUSG00000031782.15",0.633659376258817,-0.127049205964538,0.077,0.07,1
"ENSMUSG00000036199.9",0.395056833297691,-0.127186566063785,0.847,0.82,1
"ENSMUSG00000059288.14",0.60055039336236,-0.127209278951151,0.055,0.062,1
"ENSMUSG00000041920.14",0.609925899179037,-0.127271529402815,0.081,0.089,1
"ENSMUSG00000057193.8",0.44168247443477,-0.127440274661103,0.079,0.067,1
"ENSMUSG00000003380.11",0.722445690258998,-0.127513492801607,0.544,0.517,1
"ENSMUSG00000028931.12",0.535230347455121,-0.127541559638542,0.189,0.172,1
"ENSMUSG00000063200.4",0.655090664632803,-0.127542072306523,0.241,0.222,1
"ENSMUSG00000019370.10",0.878876771372712,-0.127675617319865,0.515,0.49,1
"ENSMUSG00000020386.5",0.454350926684494,-0.127856851916767,0.232,0.204,1
"ENSMUSG00000005378.17",0.416753752685452,-0.128272049304877,0.074,0.062,1
"ENSMUSG00000020018.6",0.758898556776381,-0.128382279563622,0.287,0.277,1
"ENSMUSG00000020873.15",0.784062229775907,-0.128449785058089,0.097,0.092,1
"ENSMUSG00000039630.10",0.65866273134079,-0.128564369380945,0.382,0.384,1
"ENSMUSG00000005078.16",0.377906849930083,-0.128723220462939,0.096,0.08,1
"ENSMUSG00000087689.1",0.821249695531919,-0.128918938623303,0.092,0.095,1
"ENSMUSG00000026623.16",0.492895719155561,-0.128963905960606,0.25,0.223,1
"ENSMUSG00000042737.9",0.420210376224068,-0.129010497616449,0.232,0.205,1
"ENSMUSG00000078566.8",0.411008757187803,-0.129057809398909,0.059,0.071,1
"ENSMUSG00000028480.14",0.226251428950042,-0.12933756022034,0.631,0.629,1
"ENSMUSG00000028426.10",0.910946525275171,-0.129472727544283,0.119,0.12,1
"ENSMUSG00000052812.5",0.956136743089138,-0.129788455493203,0.051,0.051,1
"ENSMUSG00000061518.11",0.0315742417345589,-0.129943601049024,0.835,0.837,1
"ENSMUSG00000020076.7",0.937814617601625,-0.129952991260043,0.138,0.139,1
"ENSMUSG00000023927.15",0.981474682048156,-0.130096728484581,0.127,0.126,1
"ENSMUSG00000083705.2",0.105441400340579,-0.130296189168542,0.502,0.522,1
"ENSMUSG00000008450.8",0.682932595386277,-0.130443642412958,0.097,0.103,1
"ENSMUSG00000037905.13",0.427989390255697,-0.130632073997839,0.081,0.068,1
"ENSMUSG00000025793.17",0.939325998394224,-0.130927002629078,0.088,0.085,1
"ENSMUSG00000014470.4",0.649882561516671,-0.131204758129736,0.27,0.273,1
"ENSMUSG00000027712.13",0.477001232880184,-0.131420799671703,0.285,0.299,1
"ENSMUSG00000026655.15",0.12836725487877,-0.13176522655265,0.559,0.576,1
"ENSMUSG00000023075.9",0.338572344421839,-0.13194955325828,0.272,0.294,1
"ENSMUSG00000034041.5",0.817358606455901,-0.131984530303642,0.353,0.351,1
"ENSMUSG00000057738.14",0.624890501538117,-0.13223719828695,0.061,0.067,1
"ENSMUSG00000034998.18",0.85171930299897,-0.132581747743383,0.051,0.054,1
"ENSMUSG00000059796.16",0.526431218953517,-0.132610237682386,0.535,0.53,1
"ENSMUSG00000004591.16",0.629966151276218,-0.132648012543124,0.079,0.086,1
"ENSMUSG00000058833.11",0.958872723598695,-0.132754118960854,0.235,0.23,1
"ENSMUSG00000018412.16",0.582955341302287,-0.132860973634756,0.079,0.07,1
"ENSMUSG00000046516.10",0.206823944693546,-0.132939464315449,0.735,0.706,1
"ENSMUSG00000062929.8",0.852674047649271,-0.133222994492774,0.066,0.063,1
"ENSMUSG00000002345.18",0.948366651413384,-0.133238105816141,0.292,0.286,1
"ENSMUSG00000026260.12",0.563635936726265,-0.133507174497402,0.265,0.244,1
"ENSMUSG00000023286.16",0.996643363474902,-0.133511868715176,0.292,0.279,1
"ENSMUSG00000008682.13",0.0292481430525369,-0.133594572166427,0.941,0.932,1
"ENSMUSG00000064138.14",0.709579048891374,-0.133980763657341,0.055,0.059,1
"ENSMUSG00000074656.12",0.693680285095041,-0.134015348696648,0.368,0.341,1
"ENSMUSG00000020476.14",0.764382344384154,-0.134025371247669,0.478,0.457,1
"ENSMUSG00000020300.14",0.717497943104792,-0.134274287829247,0.051,0.047,1
"ENSMUSG00000000628.10",0.531308634785784,-0.134281170050711,0.088,0.077,1
"ENSMUSG00000030815.11",0.398195191952577,-0.134453537447933,0.119,0.137,1
"ENSMUSG00000001783.3",0.36524521541027,-0.134750919811953,0.088,0.073,1
"ENSMUSG00000008892.12",0.965550853363349,-0.134781741466738,0.342,0.325,1
"ENSMUSG00000041997.16",0.885933084989462,-0.134827773988583,0.062,0.064,1
"ENSMUSG00000008683.16",0.000282189936812602,-0.134947105034076,0.989,0.993,1
"ENSMUSG00000084796.1",0.434313559305817,-0.135228434213936,0.079,0.066,1
"ENSMUSG00000047843.16",0.544330335753462,-0.135332344484172,0.678,0.654,1
"ENSMUSG00000036299.5",0.775071693412071,-0.135471440182648,0.403,0.397,1
"ENSMUSG00000030614.8",0.911906180435427,-0.135474778127336,0.05,0.048,1
"ENSMUSG00000027618.17",0.941990009042597,-0.135482284376222,0.072,0.072,1
"ENSMUSG00000032038.7",0.181480079023035,-0.135756117397407,0.107,0.132,1
"ENSMUSG00000001240.13",0.671744120800476,-0.136176682508426,0.21,0.194,1
"ENSMUSG00000021486.7",0.600383506908457,-0.136254382990858,0.658,0.635,1
"ENSMUSG00000026972.15",0.667597464971861,-0.136355867091184,0.195,0.201,1
"ENSMUSG00000057788.13",0.901576337294288,-0.136414433788948,0.055,0.056,1
"ENSMUSG00000018347.16",0.710694141033072,-0.136651693681836,0.055,0.051,1
"ENSMUSG00000038733.14",0.775734338223149,-0.136742069102066,0.257,0.26,1
"ENSMUSG00000028140.13",0.865092731465959,-0.137062089400043,0.055,0.057,1
"ENSMUSG00000005893.14",0.404286853556576,-0.137074286938931,0.048,0.058,1
"ENSMUSG00000026202.13",0.179686938266261,-0.137230477784204,0.713,0.716,1
"ENSMUSG00000024070.15",0.816587683881104,-0.137310320882181,0.158,0.152,1
"ENSMUSG00000020361.13",0.73770692126165,-0.137357659609386,0.138,0.141,1
"ENSMUSG00000019782.10",0.357595353272357,-0.137454429316898,0.224,0.196,1
"ENSMUSG00000047866.18",0.750290861196098,-0.137810918753673,0.085,0.089,1
"ENSMUSG00000064341.1",0.407696863836138,-0.137817177695347,0.789,0.791,1
"ENSMUSG00000025487.15",0.697268661843668,-0.137889102102223,0.314,0.315,1
"ENSMUSG00000030842.12",0.497422879727198,-0.13789618544125,0.498,0.506,1
"ENSMUSG00000021963.17",0.594815186420528,-0.138239740846956,0.719,0.697,1
"ENSMUSG00000025967.16",0.37821481233528,-0.138419957536629,0.48,0.487,1
"ENSMUSG00000061477.4",0.0211702062120033,-0.138520517402554,0.958,0.941,1
"ENSMUSG00000036246.14",0.58848960363943,-0.138521884401577,0.257,0.263,1
"ENSMUSG00000002111.8",0.0161691658500733,-0.138528367467493,0.89,0.889,1
"ENSMUSG00000053799.8",0.366312206957478,-0.13859377243486,0.188,0.204,1
"ENSMUSG00000058600.13",0.140694415797776,-0.138768305769815,0.767,0.754,1
"ENSMUSG00000059810.18",0.176207402607929,-0.138785022612679,0.066,0.048,1
"ENSMUSG00000099474.1",0.97389327315705,-0.138996210403021,0.07,0.068,1
"ENSMUSG00000050627.13",0.862657772909834,-0.139920752428173,0.094,0.095,1
"ENSMUSG00000070493.3",0.0125381003773597,-0.139956174627767,0.822,0.848,1
"ENSMUSG00000022125.7",0.87965333649092,-0.140089958719376,0.129,0.123,1
"ENSMUSG00000038806.7",0.95523655921059,-0.140617868251191,0.101,0.098,1
"ENSMUSG00000025428.15",0.499176033278519,-0.140685480285738,0.487,0.497,1
"ENSMUSG00000105263.1",0.867062813220443,-0.140697747062909,0.143,0.14,1
"ENSMUSG00000065990.12",0.949832276278243,-0.140856311730986,0.471,0.451,1
"ENSMUSG00000024431.15",0.968459125362937,-0.14113244553738,0.145,0.144,1
"ENSMUSG00000038384.16",0.862331681131717,-0.141180963258646,0.127,0.12,1
"ENSMUSG00000001128.7",0.932936232790037,-0.141597682979313,0.392,0.379,1
"ENSMUSG00000036751.7",0.0280082199442682,-0.141868734897468,0.868,0.877,1
"ENSMUSG00000036835.7",0.412931364652197,-0.142122045130199,0.643,0.633,1
"ENSMUSG00000058624.13",0.24841422154442,-0.142203246032032,0.353,0.375,1
"ENSMUSG00000042675.15",0.0683410524688142,-0.142853379998561,0.467,0.498,1
"ENSMUSG00000000420.15",0.445825808857498,-0.142906466644219,0.055,0.065,1
"ENSMUSG00000039967.14",0.879302030977723,-0.142975176660804,0.096,0.098,1
"ENSMUSG00000025993.10",0.73968881477248,-0.143373166005926,0.329,0.311,1
"ENSMUSG00000002395.14",0.623047737752415,-0.143417329518098,0.467,0.468,1
"ENSMUSG00000001588.12",0.786165790333961,-0.143521161588584,0.211,0.213,1
"ENSMUSG00000022193.7",0.196631952995843,-0.143580236439553,0.366,0.392,1
"ENSMUSG00000039195.4",0.186919631699133,-0.143771717181584,0.362,0.386,1
"ENSMUSG00000049969.3",0.997955428713952,-0.143975936679986,0.239,0.232,1
"ENSMUSG00000021178.9",0.904924853944345,-0.144012095589814,0.206,0.204,1
"ENSMUSG00000034729.16",0.484949703373778,-0.144604622582496,0.074,0.063,1
"ENSMUSG00000018209.15",0.865835314036691,-0.145269843496488,0.208,0.207,1
"ENSMUSG00000005823.9",0.588193531481754,-0.145343251175339,0.101,0.091,1
"ENSMUSG00000005299.6",0.634034520366968,-0.145482006908977,0.064,0.057,1
"ENSMUSG00000029344.15",0.624555392081015,-0.145522336372291,0.294,0.293,1
"ENSMUSG00000084383.1",0.0511745990547681,-0.145728211830493,0.897,0.887,1
"ENSMUSG00000049130.6",0.276351981265201,-0.145895323670653,0.686,0.695,1
"ENSMUSG00000028266.17",0.19346424775693,-0.145909206631132,0.689,0.696,1
"ENSMUSG00000061981.14",0.99923165755203,-0.145967267541072,0.417,0.392,1
"ENSMUSG00000041841.8",0.000400113795850081,-0.146014742667498,0.982,0.982,1
"ENSMUSG00000028657.14",0.90712777092454,-0.146175863444074,0.114,0.11,1
"ENSMUSG00000029518.15",0.906811677493612,-0.146321492991341,0.171,0.165,1
"ENSMUSG00000021635.14",0.461521798185506,-0.146451551159954,0.092,0.08,1
"ENSMUSG00000078941.9",0.742530027723841,-0.14650668167812,0.263,0.267,1
"ENSMUSG00000028470.10",0.662145697266935,-0.146610708083278,0.112,0.102,1
"ENSMUSG00000020523.14",0.846967866420415,-0.147005396477156,0.083,0.079,1
"ENSMUSG00000055024.12",0.995188408299586,-0.147387590799182,0.064,0.064,1
"ENSMUSG00000022051.15",0.0608700328892662,-0.147659282494563,0.805,0.815,1
"ENSMUSG00000024480.9",0.191913180399043,-0.147806934507828,0.704,0.709,1
"ENSMUSG00000091297.2",0.851364435529308,-0.147932193611941,0.103,0.104,1
"ENSMUSG00000036411.10",0.759168599246503,-0.147982579353798,0.07,0.074,1
"ENSMUSG00000035726.8",0.349050918455079,-0.14812494082648,0.061,0.049,1
"ENSMUSG00000074093.4",0.810709983917255,-0.148379630289609,0.156,0.158,1
"ENSMUSG00000068921.14",0.242939884748986,-0.148485259105362,0.083,0.101,1
"ENSMUSG00000035790.15",0.49167982441434,-0.149020193524889,0.39,0.395,1
"ENSMUSG00000034343.14",0.886106887015447,-0.149037608173731,0.195,0.193,1
"ENSMUSG00000030002.15",0.56457777069251,-0.149157617795026,0.213,0.223,1
"ENSMUSG00000048832.9",0.875290822529289,-0.149284185997733,0.136,0.137,1
"ENSMUSG00000001158.13",0.898962782472854,-0.149319757100523,0.298,0.283,1
"ENSMUSG00000006127.9",0.617674365035206,-0.149383504210059,0.118,0.107,1
"ENSMUSG00000018076.12",0.921055837803897,-0.149560152819983,0.108,0.107,1
"ENSMUSG00000029068.16",0.774860163952784,-0.149625636509818,0.147,0.152,1
"ENSMUSG00000035297.14",0.386484117589987,-0.149710585121291,0.11,0.126,1
"ENSMUSG00000031198.4",0.606923591088949,-0.150001007588738,0.165,0.174,1
"ENSMUSG00000048163.13",0.87145894230075,-0.150014993452904,0.2,0.192,1
"ENSMUSG00000007891.16",0.457001423492582,-0.150386597590493,0.555,0.54,1
"ENSMUSG00000022565.15",0.922611791306076,-0.150579850483506,0.074,0.074,1
"ENSMUSG00000028478.18",0.0649883807976926,-0.150589079192406,0.726,0.743,1
"ENSMUSG00000024516.13",0.114543040541768,-0.150623083719272,0.636,0.651,1
"ENSMUSG00000030067.17",0.975925030423497,-0.150700886471181,0.068,0.068,1
"ENSMUSG00000026786.14",0.520001378475059,-0.150871899839875,0.351,0.356,1
"ENSMUSG00000032067.6",0.318327987127521,-0.151305817270162,0.316,0.337,1
"ENSMUSG00000021610.8",0.657372616761351,-0.151501206139768,0.182,0.189,1
"ENSMUSG00000028676.17",0.741425505427697,-0.151585505272316,0.105,0.11,1
"ENSMUSG00000048930.12",0.86437379560794,-0.151610442734668,0.074,0.07,1
"ENSMUSG00000022450.6",0.0184651251747815,-0.151633680157728,0.754,0.793,1
"ENSMUSG00000059534.8",0.340675859027049,-0.151636205379139,0.686,0.654,1
"ENSMUSG00000024590.8",0.670322303322322,-0.151688525742878,0.158,0.166,1
"ENSMUSG00000027751.13",0.843982502753175,-0.151713279736076,0.125,0.127,1
"ENSMUSG00000009863.14",0.597235276172457,-0.152331249636856,0.456,0.447,1
"ENSMUSG00000001891.16",0.56954082570339,-0.152338632627833,0.491,0.493,1
"ENSMUSG00000028954.11",0.762617227683372,-0.152611975449605,0.107,0.111,1
"ENSMUSG00000025204.10",0.14324084078324,-0.152974369829288,0.726,0.73,1
"ENSMUSG00000034152.6",0.892087355524828,-0.153205563275046,0.088,0.085,1
"ENSMUSG00000032590.14",0.36525728862857,-0.153221574280733,0.062,0.051,1
"ENSMUSG00000028042.15",0.395556165971842,-0.153228847069201,0.127,0.109,1
"ENSMUSG00000022674.15",0.671426251318976,-0.1533902606511,0.142,0.148,1
"ENSMUSG00000029713.15",0.0120320319410482,-0.153828342793375,0.921,0.936,1
"ENSMUSG00000059486.11",0.32905283186058,-0.154172993810315,0.062,0.049,1
"ENSMUSG00000026832.12",0.884908698256609,-0.154179460034532,0.057,0.058,1
"ENSMUSG00000022404.8",0.851570314494686,-0.154182117734343,0.09,0.092,1
"ENSMUSG00000107002.1",0.43671065579578,-0.154325470837849,0.221,0.235,1
"ENSMUSG00000020843.15",0.161728711023858,-0.154541882365907,0.105,0.129,1
"ENSMUSG00000031246.14",0.985168079989073,-0.154596263925319,0.173,0.167,1
"ENSMUSG00000002014.12",0.834067085351436,-0.155153120726912,0.298,0.291,1
"ENSMUSG00000040811.15",0.688298942087249,-0.155480129420125,0.18,0.167,1
"ENSMUSG00000020321.16",0.932624498031057,-0.155497760450704,0.278,0.267,1
"ENSMUSG00000018669.14",0.927168970809076,-0.155953359228369,0.068,0.066,1
"ENSMUSG00000057278.8",0.370251772360523,-0.155963643681405,0.597,0.586,1
"ENSMUSG00000029076.14",0.904171186644355,-0.156345500877262,0.309,0.295,1
"ENSMUSG00000028420.13",0.0981929180682097,-0.156444759609245,0.314,0.254,1
"ENSMUSG00000020755.9",0.734135102065869,-0.156483096738441,0.09,0.084,1
"ENSMUSG00000025234.11",0.64146757808959,-0.156495284869083,0.119,0.109,1
"ENSMUSG00000042079.13",0.518880638409498,-0.156499945150078,0.728,0.701,1
"ENSMUSG00000032399.8",0.00616645179292219,-0.157045238398938,0.914,0.899,1
"ENSMUSG00000024983.10",0.578728018909936,-0.157075860681962,0.118,0.125,1
"ENSMUSG00000035781.14",0.0945558911203269,-0.157215659844504,0.768,0.777,1
"ENSMUSG00000033478.5",0.826521954444932,-0.157288341653941,0.094,0.097,1
"ENSMUSG00000024608.11",0.000430954018182189,-0.157816121153976,0.969,0.966,1
"ENSMUSG00000027099.9",0.673543836197375,-0.158047366369688,0.107,0.112,1
"ENSMUSG00000031812.16",0.0206181163666369,-0.1582733537596,0.757,0.764,1
"ENSMUSG00000084957.3",0.42541905788426,-0.158379389330315,0.358,0.369,1
"ENSMUSG00000029642.11",0.97091299808063,-0.158552497518335,0.434,0.415,1
"ENSMUSG00000039016.5",0.850268127661176,-0.158578186149341,0.314,0.31,1
"ENSMUSG00000002107.18",0.30719512718114,-0.158711757109812,0.469,0.471,1
"ENSMUSG00000094248.1",0.132843863407492,-0.158983533092566,0.257,0.223,1
"ENSMUSG00000032557.13",0.673842765976237,-0.159010556221669,0.053,0.058,1
"ENSMUSG00000024691.13",0.74603715817339,-0.159309398072552,0.147,0.137,1
"ENSMUSG00000023175.15",0.961416665220635,-0.159334752904867,0.362,0.347,1
"ENSMUSG00000079427.10",0.355431599276332,-0.159465578147215,0.331,0.343,1
"ENSMUSG00000027673.12",0.395091672244567,-0.15962607941198,0.382,0.383,1
"ENSMUSG00000070934.6",0.497912149834873,-0.160021453403849,0.136,0.148,1
"ENSMUSG00000016252.7",0.00492985045108561,-0.160063931199887,0.901,0.879,1
"ENSMUSG00000027018.11",0.537674137207049,-0.160071840281637,0.066,0.057,1
"ENSMUSG00000079111.3",0.383388596332005,-0.160323898562235,0.151,0.129,1
"ENSMUSG00000027510.17",0.645006305164694,-0.160470979048288,0.283,0.264,1
"ENSMUSG00000022052.9",0.324114824924448,-0.160646255691939,0.107,0.126,1
"ENSMUSG00000031770.16",0.983574454412345,-0.161246167396852,0.164,0.16,1
"ENSMUSG00000042626.13",0.482153426015154,-0.161401957488932,0.121,0.132,1
"ENSMUSG00000004451.14",0.664504379350457,-0.161734150331635,0.325,0.323,1
"ENSMUSG00000068798.10",0.109786812250351,-0.161953202566638,0.599,0.623,1
"ENSMUSG00000112557.1",0.989265721230451,-0.162142020734427,0.055,0.055,1
"ENSMUSG00000022841.15",0.255512571224229,-0.162233670611831,0.474,0.477,1
"ENSMUSG00000040782.12",0.985061273490901,-0.162387303392501,0.233,0.227,1
"ENSMUSG00000056050.13",0.638532237902449,-0.162407941117497,0.085,0.091,1
"ENSMUSG00000024072.9",0.683964070691182,-0.16250495242663,0.358,0.332,1
"ENSMUSG00000050088.9",0.554430576769136,-0.162689672611589,0.094,0.103,1
"ENSMUSG00000030647.8",0.333734248049151,-0.162970631118745,0.32,0.334,1
"ENSMUSG00000101111.1",0.0162493173246575,-0.163097161195393,0.914,0.911,1
"ENSMUSG00000084786.9",0.0300021008096251,-0.163206191722455,0.89,0.892,1
"ENSMUSG00000016833.14",0.4333087800333,-0.163413363514725,0.491,0.476,1
"ENSMUSG00000021998.16",0.000842596429505891,-0.163454880299323,0.91,0.916,1
"ENSMUSG00000013593.12",0.439345032322982,-0.163599795806751,0.287,0.3,1
"ENSMUSG00000050668.10",0.721822357185192,-0.163951685729469,0.127,0.131,1
"ENSMUSG00000026162.7",0.948525676473757,-0.164237462948489,0.053,0.054,1
"ENSMUSG00000001366.14",0.363571597426801,-0.164333546342924,0.134,0.114,1
"ENSMUSG00000020823.16",0.631455691159986,-0.164448983171806,0.081,0.086,1
"ENSMUSG00000028557.10",0.0800977758274022,-0.164768624845797,0.259,0.303,1
"ENSMUSG00000040481.17",0.878524329718729,-0.165248447391801,0.088,0.09,1
"ENSMUSG00000029725.10",0.564045921346778,-0.165392802694052,0.184,0.191,1
"ENSMUSG00000042229.9",0.215788849964376,-0.16552763368641,0.199,0.226,1
"ENSMUSG00000024101.15",0.820938034899102,-0.166073254936885,0.171,0.171,1
"ENSMUSG00000041355.13",0.3687434746277,-0.166452616355716,0.149,0.166,1
"ENSMUSG00000066443.5",0.0169968782418808,-0.166581292954931,0.79,0.807,1
"ENSMUSG00000089989.10",0.235580074566997,-0.166826090275258,0.816,0.817,1
"ENSMUSG00000040843.10",0.496503421623763,-0.166827610616758,0.154,0.165,1
"ENSMUSG00000024259.9",0.861578269224355,-0.166830835774548,0.107,0.109,1
"ENSMUSG00000029621.14",0.177798891181449,-0.166868982095902,0.347,0.37,1
"ENSMUSG00000028088.14",0.663104330102196,-0.16690284639418,0.228,0.232,1
"ENSMUSG00000071172.13",0.03590618860864,-0.166951087559816,0.607,0.636,1
"ENSMUSG00000102307.1",0.271887991076954,-0.167599861579593,0.05,0.064,1
"ENSMUSG00000028104.14",0.796770668224961,-0.167640897254397,0.086,0.081,1
"ENSMUSG00000039001.12",0.0601313021010659,-0.167657760260549,0.794,0.788,1
"ENSMUSG00000003033.15",0.414595388157889,-0.167695897728085,0.311,0.327,1
"ENSMUSG00000107928.1",0.721579157479597,-0.167845692489101,0.066,0.061,1
"ENSMUSG00000075266.5",0.784606392680415,-0.168111796784047,0.119,0.112,1
"ENSMUSG00000074781.5",0.768199049120325,-0.168139480768593,0.285,0.285,1
"ENSMUSG00000027247.16",0.41173809281761,-0.168275125584665,0.138,0.154,1
"ENSMUSG00000034820.4",0.39082962428062,-0.168356065862759,0.075,0.089,1
"ENSMUSG00000034868.9",0.00856387439895023,-0.168567032865725,0.91,0.898,1
"ENSMUSG00000038910.7",0.556112685731913,-0.168773697233168,0.116,0.126,1
"ENSMUSG00000060450.14",0.602067300559064,-0.16906466930822,0.11,0.119,1
"ENSMUSG00000005881.13",0.788864117931925,-0.169134343800821,0.228,0.227,1
"ENSMUSG00000031696.9",0.345747464660472,-0.169159556472134,0.27,0.233,1
"ENSMUSG00000028745.18",0.0841797141984856,-0.169299740596447,0.765,0.787,1
"ENSMUSG00000036820.12",0.70766120492249,-0.169366653868647,0.101,0.107,1
"ENSMUSG00000040883.18",0.8141738843857,-0.169565493908753,0.154,0.155,1
"ENSMUSG00000074212.7",0.666731630009511,-0.169850175614389,0.292,0.306,1
"ENSMUSG00000025794.9",0.0040051315011289,-0.17000323805154,0.838,0.865,1
